X;Y;Z;Tempo
-0.6862239;0.8949985;3.619205;11:16:14
-0.2979861;0.8735777;3.579629;11:16:15
0.1830156;0.8899823;3.611545;11:16:16
0.6770214;0.890291;3.706846;11:16:17
1.268251;0.8816026;3.752859;11:16:18
1.622376;0.8407977;4.138764;11:16:19
1.664173;0.8539758;4.543136;11:16:20
1.68337;0.8904254;4.977459;11:16:21
1.847565;0.920477;4.681991;11:16:22
1.736772;0.9026442;4.57962;11:16:23
1.631794;0.9354802;4.105252;11:16:24
1.53152;0.9261881;3.577287;11:16:25
1.283648;0.93578;3.111085;11:16:26
1.305427;0.9527422;2.733828;11:16:27
1.281307;0.9583953;2.609478;11:16:28
1.119194;0.8858853;2.441806;11:16:29
0.9531186;0.9222958;2.109919;11:16:30
1.031266;0.9307509;1.883566;11:16:31
1.031091;0.9460374;1.860222;11:16:32
0.9338738;0.9387193;1.99628;11:16:33
0.8368154;0.9345957;2.210792;11:16:34
0.8203331;0.9610448;2.181936;11:16:35
0.9245927;0.9657757;2.024076;11:16:36
0.9163533;0.9654721;2.079167;11:16:37
0.9124911;0.9711233;2.076546;11:16:38
0.9246913;0.9660587;2.067935;11:16:39
0.9241306;0.9646276;2.0632;11:16:40
0.917713;0.9644365;2.063748;11:16:41
0.941344;0.9370214;2.056056;11:16:42
0.952787;0.9276602;2.054383;11:16:43
0.8707501;0.9281701;2.1324;11:16:44
0.9281579;0.9287822;2.148534;11:16:45
0.8960046;0.922911;2.171955;11:16:46
0.8007028;0.9296461;2.186172;11:16:47
0.830538;0.9322413;2.190742;11:16:48
0.8198771;0.9374683;2.247328;11:16:49
0.7813653;0.937584;2.219419;11:16:50
0.5896529;0.9248283;2.27654;11:16:52
0.3675482;0.9308085;2.482067;11:16:53
0.1690909;0.9172992;2.456254;11:16:54
-0.006426573;0.9260874;2.653106;11:16:55
-0.1494729;0.895251;2.716135;11:16:56
-0.08044979;0.9504918;2.748522;11:16:57
0.006033778;1.005618;3.00797;11:16:58
0.4009681;1.079;3.133521;11:16:59
0.4689932;1.035707;3.045809;11:17:00
0.5099754;1.066982;3.052433;11:17:01
0.5348538;1.042716;3.037873;11:17:02
0.5302611;1.040925;3.057693;11:17:03
0.4890999;1.06027;3.12774;11:17:04
0.6880724;1.083918;3.099397;11:17:05
0.725185;1.086643;3.16863;11:17:06
0.766228;1.083462;3.209643;11:17:07
0.8380782;1.070244;3.201553;11:17:08
0.9042485;1.083471;3.200097;11:17:09
1.041128;1.071264;3.100231;11:17:10
1.249082;1.073573;3.127892;11:17:11
1.305341;1.065367;3.130709;11:17:12
1.19951;1.061432;3.013722;11:17:13
1.173547;1.081129;2.846773;11:17:14
1.172095;1.073363;2.928166;11:17:15
1.18373;1.088774;2.939805;11:17:16
1.15971;1.083352;2.930894;11:17:17
1.168764;1.100737;2.932947;11:17:18
1.17277;1.09742;2.933983;11:17:19
1.136398;1.082826;2.961676;11:17:20
1.129513;1.086073;2.952338;11:17:21
1.136127;1.077418;2.938268;11:17:22
1.168158;1.086357;2.928626;11:17:23
1.159684;1.085933;2.921152;11:17:24
1.154522;1.085989;2.931415;11:17:25
1.140374;1.089189;2.94418;11:17:26
1.140881;1.092299;2.937932;11:17:27
1.134321;1.089739;2.929493;11:17:28
